Date,Price,Open,High,Low,Vol.,Change %,Year
2016-11-11,82.22,82.9,83.09,81.87,2.19M,-1.05%,2016
2016-11-10,83.09,82.34,83.76,82.19,3.19M,0.78%,2016
2016-11-09,82.45,79.29,83.16,78.93,4.49M,3.20%,2016
2016-11-08,79.89,79.72,80.73,79.61,1.62M,-0.05%,2016
2016-11-07,79.93,79.62,80.23,79.52,2.05M,1.69%,2016
2016-11-04,78.6,78.88,79.55,78.26,1.57M,-0.61%,2016
2016-11-03,79.08,78.59,79.8,77.66,2.53M,0.94%,2016
2016-11-02,78.34,79.5,79.81,78.01,2.96M,-2.38%,2016
2016-11-01,80.25,82.35,83.21,79.47,4.35M,-1.11%,2016
2016-10-31,81.15,80.2,81.99,80.02,2.82M,1.27%,2016
2016-10-28,80.13,79.23,81.76,79.0,2.98M,0.18%,2016
2016-10-27,79.99,81.12,81.25,79.86,2.43M,-1.32%,2016
2016-10-26,81.06,80.28,81.51,80.11,2.06M,0.37%,2016
2016-10-25,80.76,80.29,81.08,79.94,2.26M,0.21%,2016
2016-10-24,80.59,80.53,81.03,79.87,1.49M,0.30%,2016
2016-10-21,80.35,79.21,80.43,78.8,2.07M,0.76%,2016
2016-10-20,79.74,79.4,79.92,78.91,1.41M,0.09%,2016
2016-10-19,79.67,79.91,80.11,79.45,1.74M,0.10%,2016
2016-10-18,79.59,79.73,79.99,79.3,1.34M,0.57%,2016
2016-10-17,79.14,79.31,79.72,78.75,2.40M,-0.21%,2016
2016-10-14,79.31,79.74,80.12,79.21,1.42M,0.20%,2016
2016-10-13,79.15,79.18,79.46,78.06,2.19M,-0.83%,2016
2016-10-12,79.81,80.56,80.56,79.51,1.66M,-0.93%,2016
2016-10-11,80.56,81.24,81.34,80.18,1.58M,-0.91%,2016
2016-10-10,81.3,80.86,81.44,80.8,1.34M,1.13%,2016
2016-10-07,80.39,81.0,81.07,80.0,1.61M,-0.47%,2016
2016-10-06,80.77,81.18,81.5,80.04,1.83M,-0.39%,2016
2016-10-05,81.09,80.59,81.41,80.36,2.36M,1.59%,2016
